race_slug,race_id,driver_id,finishing_position,starting_position,car_number,status,laps,notes
wcs-2019-01,,13750,4,,,,,
wcs-2019-01,,8670,5,,,,,
wcs-2019-01,,17569,6,,,,,
wcs-2019-01,,15732,7,,,,,
wcs-2019-01,,10746,8,,,,,
wcs-2019-01,,23147,9,,,,,
wcs-2019-01,,17088,10,,,,,
wcs-2019-01,,13491,11,,,,,
wcs-2019-01,,null,12,,,,,
wcs-2019-01,,17535,13,,,,,
wcs-2019-01,,23958,14,,,,,
wcs-2019-02,,12779,1,,,,,
wcs-2019-02,,23147,2,,,,,
wcs-2019-02,,8670,3,,,,,
wcs-2019-02,,15732,4,,,,,
wcs-2019-02,,13750,5,,,,,
wcs-2019-02,,4638,6,,,,,
wcs-2019-02,,15647,7,,,,,
wcs-2019-02,,2880,8,,,,,
wcs-2019-02,,11210,9,,,,,
wcs-2019-02,,13491,10,,,,,
wcs-2019-02,,5654,11,,,,,
wcs-2019-02,,17569,12,,,,,
wcs-2019-02,,603,13,,,,,
wcs-2019-02,,10668,14,,,,,
wcs-2019-02,,4917,15,,,,,
wcs-2019-03,,13491,1,,,,,
wcs-2019-03,,12779,2,,,,,
wcs-2019-03,,8670,3,,,,,
wcs-2019-03,,15732,4,,,,,
wcs-2019-03,,16617,5,,,,,
wcs-2019-03,,11210,6,,,,,
wcs-2019-03,,13750,7,,,,,
wcs-2019-03,,17874,8,,,,,
wcs-2019-03,,5654,9,,,,,
wcs-2019-03,,null,10,,,,,
wcs-2019-03,,15866,11,,,,,
wcs-2019-03,,2880,12,,,,,
wcs-2019-03,,109,13,,,,,
wcs-2019-03,,603,14,,,,,
wcs-2019-03,,23147,15,,,,,
