unknown_file,unknown_file_name,best_score,best_confidence,match_1_score,match_1_file_name,match_1_track_slug,match_1_year,match_1_driver_slug,match_1_photographer_slug,match_2_score,match_2_file_name,match_2_track_slug,match_2_year,match_2_driver_slug,match_2_photographer_slug,match_3_score,match_3_file_name,match_3_track_slug,match_3_year,match_3_driver_slug,match_3_photographer_slug,match_4_score,match_4_file_name,match_4_track_slug,match_4_year,match_4_driver_slug,match_4_photographer_slug,match_5_score,match_5_file_name,match_5_track_slug,match_5_year,match_5_driver_slug,match_5_photographer_slug,suggested_track_slug,suggested_year,suggested_driver_slug,suggested_photographer_slug,review_action,final_track_slug,final_year,final_driver_slug,final_photographer_slug,final_file_name,notes
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10200.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10200.jpg,0.8624,medium,0.8624,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8611,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.847,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.845,141-speedway_unknown-year_larry-walter_joe-slack_photo_001.jpg,141-speedway,unknown-year,larry-walter,joe-slack,0.8449,brown-county-speedway_unknown-year_russ-peterson_joe-verdegan_post_001.jpg,brown-county-speedway,unknown-year,russ-peterson,joe-verdegan,141-speedway,unknown-year,jim-pitzen,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10201.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10201.jpg,0.8186,low_clue,0.8186,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8156,capital-super-speedway_unknown-year_bob-brownell_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,bob-brownell,unknown-photographer,0.8155,brown-county-speedway_unknown-year_terry-anvelink_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,0.8089,dells-motor-speedway_1975_dick-trickle_unknown-photographer_photo_001.jpg,dells-motor-speedway,1975,dick-trickle,unknown-photographer,0.807,columbus-151-speedway_unknown-year_bob-dauterman_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,bob-dauterman,unknown-photographer,141-speedway,1985,roy-powless,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10202.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10202.jpg,0.8572,medium,0.8572,brown-county-speedway_unknown-year_terry-anvelink_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,0.8566,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.8547,141-speedway_unknown-year_jim-belling_dennis-satorius_post_001.jpg,141-speedway,unknown-year,jim-belling,dennis-satorius,0.8546,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.85,capital-super-speedway_unknown-year_joe-shear_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,joe-shear,unknown-photographer,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10203.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10203.jpg,0.8872,medium,0.8872,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8812,dodge-county-fairgrounds_unknown-year_roger-lange_unknown-photographer_photo_001.jpg,dodge-county-fairgrounds,unknown-year,roger-lange,unknown-photographer,0.8746,brown-county-speedway_unknown-year_terry-anvelink_bob-bergeron_photo_001.jpg,brown-county-speedway,unknown-year,terry-anvelink,bob-bergeron,0.8733,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8713,chilton-speedway_unknown-year_john-born_unknown-photographer_photo_002.jpg,chilton-speedway,unknown-year,john-born,unknown-photographer,141-speedway,1985,roy-powless,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10204.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10204.jpg,0.8627,medium,0.8627,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.8513,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8509,dells-motor-speedway_unknown-year_dick-forbush_bob-schafer_photo_14137.jpg,dells-motor-speedway,unknown-year,dick-forbush,bob-schafer,0.8429,141-speedway_unknown-year_butch-behrendt_dennis-satorius_post_001.jpg,141-speedway,unknown-year,butch-behrendt,dennis-satorius,0.8418,capital-super-speedway_unknown-year_al-schill_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,al-schill,unknown-photographer,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10205.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10205.jpg,0.9476,high,0.9476,141-speedway_unknown-year_gene-steinfeldt_joe-slack_photo_001.jpg,141-speedway,unknown-year,gene-steinfeldt,joe-slack,0.9134,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8999,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8941,141-speedway_unknown-year_speedway-sportsman-joe-slack-phot_joe-slack_photo_001.jpg,141-speedway,unknown-year,speedway-sportsman-joe-slack-phot,joe-slack,0.8897,141-speedway_unknown-year_ray-schmoeker_joe-slack_photo_001.jpg,141-speedway,unknown-year,ray-schmoeker,joe-slack,141-speedway,unknown-year,gene-steinfeldt,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10207.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10207.jpg,0.8784,medium,0.8784,capital-super-speedway_unknown-year_larry-detjens_unknown-photographer_photo_001 (2).jpg,capital-super-speedway,unknown-year,larry-detjens,unknown-photographer,0.877,capital-super-speedway_unknown-year_al-schill_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,al-schill,unknown-photographer,0.8609,capital-super-speedway_1982_willie-goeden_al-fortner_photo_001.jpg,capital-super-speedway,1982,willie-goeden,al-fortner,0.8456,capital-super-speedway_1985_randy-sargent_don-besch_photo_001.jpg,capital-super-speedway,1985,randy-sargent,don-besch,0.8453,141-speedway_unknown-year_sportsman-crash_joe-slack_photo_001.jpg,141-speedway,unknown-year,sportsman-crash,joe-slack,capital-super-speedway,unknown-year,larry-detjens,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10208.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10208.jpg,0.9255,high,0.9255,141-speedway_unknown-year_crash_joe-slack_photo_001.jpg,141-speedway,unknown-year,crash,joe-slack,0.8375,cedar-lake-speedway_unknown-year_mark-steinke_christopher-kolstad_post_001.jpg,cedar-lake-speedway,unknown-year,mark-steinke,christopher-kolstad,0.8326,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8284,141-speedway_unknown-year_gene-steinfeldt_joe-slack_photo_001.jpg,141-speedway,unknown-year,gene-steinfeldt,joe-slack,0.8273,dells-motor-speedway_1981_dick-trickle_doyce-eaton_photo_001.jpg,dells-motor-speedway,1981,dick-trickle,doyce-eaton,141-speedway,unknown-year,crash,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1021.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1021.jpg,0.6687,very_low,0.6687,chilton-speedway_unknown-year_chilton-speedway-full-grandstan_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,0.6603,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,0.6392,cedar-lake-speedway_unknown-year_unknown-driver_neil-miller_photo_004.jpg,cedar-lake-speedway,unknown-year,unknown-driver,neil-miller,0.6355,beaver-dam-raceway_unknown-year_unknown-driver_dave-drews_photo_001.jpg,beaver-dam-raceway,unknown-year,unknown-driver,dave-drews,0.6332,central-state-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001 (3).jpg,central-state-speedway,unknown-year,unknown-driver,unknown-photographer,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10210.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10210.jpg,0.8829,medium,0.8829,141-speedway_unknown-year_mark-vandenboogard_joe-slack_post_001.jpg,141-speedway,unknown-year,mark-vandenboogard,joe-slack,0.8666,dells-motor-speedway_unknown-year_jeff-gutknecht_bob-schafer_photo_070.jpg,dells-motor-speedway,unknown-year,jeff-gutknecht,bob-schafer,0.8658,columbus-151-speedway_unknown-year_bob-dauterman_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,bob-dauterman,unknown-photographer,0.8573,141-speedway_unknown-year_mark-vandenboogard_joe-slack_photo_001.jpg,141-speedway,unknown-year,mark-vandenboogard,joe-slack,0.8554,elko-speedway_unknown-year_john-lemke_unknown-photographer_photo_001.jpg,elko-speedway,unknown-year,john-lemke,unknown-photographer,141-speedway,unknown-year,mark-vandenboogard,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10211.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10211.jpg,0.86,medium,0.86,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,0.8592,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8504,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8412,eldora-speedway_unknown-year_jim-vandenberg_john-lafrentz_photo_001.jpg,eldora-speedway,unknown-year,jim-vandenberg,john-lafrentz,0.8399,141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway,unknown-year,al-goetsch,joe-slack,141-speedway,unknown-year,rod-wheeler,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10212.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10212.jpg,0.8696,medium,0.8696,capital-super-speedway_unknown-year_butch-mierendorf_doug-schoebel_post_001.jpg,capital-super-speedway,unknown-year,butch-mierendorf,doug-schoebel,0.8606,abc-raceway_unknown-year_rick-popovich_unknown-photographer_photo_001.jpg,abc-raceway,unknown-year,rick-popovich,unknown-photographer,0.8603,capital-super-speedway_unknown-year_butch-mierendorf_al-fortner_photo_001.jpg,capital-super-speedway,unknown-year,butch-mierendorf,al-fortner,0.8563,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8533,141-speedway_1985_george-henkel_joe-slack_post_001.jpg,141-speedway,1985,george-henkel,joe-slack,capital-super-speedway,unknown-year,butch-mierendorf,doug-schoebel,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10213.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10213.jpg,0.8441,medium,0.8441,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_13832.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,0.8418,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,0.8376,dells-motor-speedway_unknown-year_don-turner_unknown-photographer_photo_001.jpg,dells-motor-speedway,unknown-year,don-turner,unknown-photographer,0.8368,columbus-151-speedway_unknown-year_bob-dauterman_unknown-photographer_photo_001.jpg,columbus-151-speedway,unknown-year,bob-dauterman,unknown-photographer,0.8322,dells-motor-speedway_unknown-year_jim-back_kurt-luoma_photo_001.jpg,dells-motor-speedway,unknown-year,jim-back,kurt-luoma,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10214.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10214.jpg,0.8803,medium,0.8803,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8687,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.8666,dodge-county-fairgrounds_unknown-year_eddie-weiss_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,eddie-weiss,chad-tessman,0.8661,141-speedway_unknown-year_chris-price_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,chris-price,unknown-photographer,0.8545,141-speedway_unknown-year_larry-walter_joe-slack_photo_001.jpg,141-speedway,unknown-year,larry-walter,joe-slack,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10215.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10215.jpg,0.8395,low_clue,0.8395,141-speedway_unknown-year_gary-wyngaard_joe-verdegan_post_001.jpg,141-speedway,unknown-year,gary-wyngaard,joe-verdegan,0.7791,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.7789,columbus-151-speedway_unknown-year_unknown_dennis-satorius_photo_001.jpg,columbus-151-speedway,unknown-year,unknown,dennis-satorius,0.7763,141-speedway_unknown-year_bryce-spoehr_joe-slack_photo_001.jpg,141-speedway,unknown-year,bryce-spoehr,joe-slack,0.7751,capital-super-speedway_unknown-year_steve-manke_pete-vercauteren_photo_001.jpg,capital-super-speedway,unknown-year,steve-manke,pete-vercauteren,141-speedway,unknown-year,gary-wyngaard,joe-verdegan,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10217.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10217.jpg,0.8838,medium,0.8838,capital-super-speedway_1982_willie-goeden_al-fortner_photo_001.jpg,capital-super-speedway,1982,willie-goeden,al-fortner,0.8818,capital-super-speedway_unknown-year_larry-detjens_unknown-photographer_photo_001 (2).jpg,capital-super-speedway,unknown-year,larry-detjens,unknown-photographer,0.8686,capital-super-speedway_unknown-year_al-schill_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,al-schill,unknown-photographer,0.867,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8652,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,capital-super-speedway,1982,willie-goeden,al-fortner,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10219.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10219.jpg,0.8546,medium,0.8546,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8422,capital-super-speedway_1983_ted-musgrave_al-fortner_photo_001 (2).jpg,capital-super-speedway,1983,ted-musgrave,al-fortner,0.8394,dells-motor-speedway_unknown-year_dick-trickle_unknown-photographer_photo_222.jpg,dells-motor-speedway,unknown-year,dick-trickle,unknown-photographer,0.8394,dells-motor-speedway_unknown-year_ken-matthews_john-alft_post_001.jpg,dells-motor-speedway,unknown-year,ken-matthews,john-alft,0.8388,capital-super-speedway_unknown-year_larry-detjens_unknown-photographer_photo_001 (2).jpg,capital-super-speedway,unknown-year,larry-detjens,unknown-photographer,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1022.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1022.jpg,0.6848,very_low,0.6848,chilton-speedway_unknown-year_chilton-speedway-full-grandstan_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,0.6485,central-state-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001 (3).jpg,central-state-speedway,unknown-year,unknown-driver,unknown-photographer,0.6289,cedar-lake-speedway_unknown-year_unknown-driver_neil-miller_photo_004.jpg,cedar-lake-speedway,unknown-year,unknown-driver,neil-miller,0.625,cedarburg-speedway_1979_unknown-driver_unknown-photographer_photo_001.jpg,cedarburg-speedway,1979,unknown-driver,unknown-photographer,0.623,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10220.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10220.jpg,0.959,very_high,0.959,141-speedway_unknown-year_sportsman_joe-slack_photo_002.jpg,141-speedway,unknown-year,sportsman,joe-slack,0.8521,141-speedway_unknown-year_chuck-grall_joe-slack_photo_002.jpg,141-speedway,unknown-year,chuck-grall,joe-slack,0.8465,141-speedway_unknown-year_russ-wagner_unknown-photographer_photo_001.jpg,141-speedway,unknown-year,russ-wagner,unknown-photographer,0.8457,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,0.8427,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,141-speedway,unknown-year,sportsman,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10225.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10225.jpg,0.8875,medium,0.8875,141-speedway_unknown-year_rod-wheeler_joe-slack_post_001.jpg,141-speedway,unknown-year,rod-wheeler,joe-slack,0.8633,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8504,141-speedway_unknown-year_russ-wagner_unknown-photographer_photo_002.jpg,141-speedway,unknown-year,russ-wagner,unknown-photographer,0.8496,cedar-lake-speedway_unknown-year_tim-ludwigson_4-christopher-kolstad_photo_001.png,cedar-lake-speedway,unknown-year,tim-ludwigson,4-christopher-kolstad,0.8476,capital-super-speedway_1983_tom-reffner_al-fortner_photo_001.jpg,capital-super-speedway,1983,tom-reffner,al-fortner,141-speedway,unknown-year,rod-wheeler,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10227.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10227.jpg,0.8616,medium,0.8616,chilton-speedway_unknown-year_karly-stadler_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,karly-stadler,unknown-photographer,0.8575,chilton-speedway_unknown-year_eric-derks_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,eric-derks,unknown-photographer,0.8568,cedar-lake-speedway_unknown-year_tim-ludwigson_4-christopher-kolstad_photo_001.png,cedar-lake-speedway,unknown-year,tim-ludwigson,4-christopher-kolstad,0.8492,dodge-county-fairgrounds_unknown-year_roger-lange_unknown-photographer_photo_001.jpg,dodge-county-fairgrounds,unknown-year,roger-lange,unknown-photographer,0.8413,dodge-county-fairgrounds_unknown-year_mike-mashl_chad-tessman_post_001.jpg,dodge-county-fairgrounds,unknown-year,mike-mashl,chad-tessman,chilton-speedway,unknown-year,karly-stadler,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10228.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10228.jpg,0.9172,high,0.9172,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.9107,141-speedway_unknown-year_sportsman-crash_joe-slack_photo_001.jpg,141-speedway,unknown-year,sportsman-crash,joe-slack,0.9029,141-speedway_unknown-year_jim-pitzen_joe-slack_post_001.jpg,141-speedway,unknown-year,jim-pitzen,joe-slack,0.9008,141-speedway_unknown-year_gene-steinfeldt_joe-slack_photo_001.jpg,141-speedway,unknown-year,gene-steinfeldt,joe-slack,0.898,141-speedway_1985_george-henkel_joe-slack_post_001.jpg,141-speedway,1985,george-henkel,joe-slack,141-speedway,1985,brian-reif,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10229.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10229.jpg,0.8838,medium,0.8838,capital-super-speedway_unknown-year_ron-bennett_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,0.8731,capital-super-speedway_unknown-year_thom-laimon_al-fortner_photo_001.jpg,capital-super-speedway,unknown-year,thom-laimon,al-fortner,0.8672,141-speedway_unknown-year_kelly-hafemann_joe-slack_photo_001.jpg,141-speedway,unknown-year,kelly-hafemann,joe-slack,0.867,141-speedway_1985_brian-reif_joe-slack_post_001.jpg,141-speedway,1985,brian-reif,joe-slack,0.8631,141-speedway_unknown-year_al-goetsch_joe-slack_photo_001.jpg,141-speedway,unknown-year,al-goetsch,joe-slack,capital-super-speedway,unknown-year,ron-bennett,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1023.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_1023.jpg,0.6725,very_low,0.6725,chilton-speedway_unknown-year_chilton-speedway-full-grandstan_unknown-photographer_photo_001.jpg,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,0.6296,cedar-lake-speedway_unknown-year_unknown-driver_neil-miller_photo_004.jpg,cedar-lake-speedway,unknown-year,unknown-driver,neil-miller,0.623,elko-speedway_unknown-year_elko-speedway-troy-powers-pos_troy-powers_post_001.jpg,elko-speedway,unknown-year,elko-speedway-troy-powers-pos,troy-powers,0.6141,amherst-speedway_2013_unknown-driver_joe-verdegan_photo_001.jpg,amherst-speedway,2013,unknown-driver,joe-verdegan,0.6057,central-state-speedway_unknown-year_unknown-driver_unknown-photographer_photo_001 (3).jpg,central-state-speedway,unknown-year,unknown-driver,unknown-photographer,chilton-speedway,unknown-year,chilton-speedway-full-grandstan,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10231.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10231.jpg,0.7882,low_clue,0.7882,141-speedway_unknown-year_unknown-driver_joe-slack_photo_007.jpg,141-speedway,unknown-year,unknown-driver,joe-slack,0.7853,beaver-dam-raceway_unknown-year_tj-haferkorn_joe-slack_post_001.jpg,beaver-dam-raceway,unknown-year,tj-haferkorn,joe-slack,0.7835,abc-raceway_unknown-year_ken-botosh_don-reilly_post_001.jpg,abc-raceway,unknown-year,ken-botosh,don-reilly,0.7697,beaver-dam-raceway_unknown-year_gary-buzzell_michael-halbherr_post_001.jpg,beaver-dam-raceway,unknown-year,gary-buzzell,michael-halbherr,0.7641,abc-raceway_unknown-year_rick-carlson_don-reilly_post_001.jpg,abc-raceway,unknown-year,rick-carlson,don-reilly,141-speedway,unknown-year,unknown-driver,joe-slack,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10233.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10233.jpg,0.8651,medium,0.8651,capital-super-speedway_unknown-year_al-schill_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,al-schill,unknown-photographer,0.8564,dells-motor-speedway_unknown-year_pat-heaney_pat-heaney_post_003.jpg,dells-motor-speedway,unknown-year,pat-heaney,pat-heaney,0.8555,141-speedway_unknown-year_mark-vandenboogard_joe-slack_post_001.jpg,141-speedway,unknown-year,mark-vandenboogard,joe-slack,0.8507,capital-super-speedway_unknown-year_bob-brownell_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,bob-brownell,unknown-photographer,0.849,dells-motor-speedway_unknown-year_dick-forbush_bob-schafer_photo_14137.jpg,dells-motor-speedway,unknown-year,dick-forbush,bob-schafer,capital-super-speedway,unknown-year,al-schill,unknown-photographer,,,,,,,
C:\Users\schaf\Desktop\PHOTOS-UNKNOWN\unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10234.jpg,unknown-track_unknown-year_unknown-driver_unknown-photographer_photo_10234.jpg,0.8685,medium,0.8685,141-speedway_1985_darrell-massart_joe-slack_post_001.jpg,141-speedway,1985,darrell-massart,joe-slack,0.8625,capital-super-speedway_unknown-year_bob-brownell_unknown-photographer_photo_001.jpg,capital-super-speedway,unknown-year,bob-brownell,unknown-photographer,0.854,brown-county-speedway_1974_tom-nesbitt_bob-bergeron_photo_001.jpg,brown-county-speedway,1974,tom-nesbitt,bob-bergeron,0.8518,141-speedway_1985_roy-powless_joe-slack_post_001.jpg,141-speedway,1985,roy-powless,joe-slack,0.8437,dells-motor-speedway_unknown-year_unknown-driver_bob-schafer_photo_026.jpg,dells-motor-speedway,unknown-year,unknown-driver,bob-schafer,141-speedway,1985,darrell-massart,joe-slack,,,,,,,
